Response ID,DOB,Gender,Employment Duration,Industry,Profession,No of Employees in organization,Has children,Location,Weekly Remote work time(in %),Preferred weekly Remote work time(in %),Yearly Remote work time(in %),Preferred Yearly Remote work time(in %),Preferred Remote work time post Covid
574,2000,Female,Between 1 and 5 years,Construction,Community and personal service workers - Hospitality Workers,1-4,Yes,Metro,30,50,60,60,30
575,1989,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,Self employed,Yes,Metro,80,90,50,50,50
576,1962,Female,Between 1 and 5 years,Manufacturing,Managers - Specialist Managers,More than 200,No,Regional,0,0,0,0,0
577,1988,Male,More than 5 years,Public Administration and Safety,Clerical and administrative workers - General Clerical Workers,More than 200,Yes,Metro,5,50,5,50,80
578,1960,Female,More than 5 years,Education and Training,Professionals - Education Professionals,5-19,No,Regional,10,90,0,100,100
579,1994,Female,Between 1 and 5 years,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,50,50,20,50,50
580,1981,Female,Less than 1 year,Manufacturing,Technicians and trades workers - Other Technicians and Trades Workers,20-199,Yes,Metro,10,0,20,5,10
581,1997,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Health Professionals,More than 200,Yes,Regional,60,60,70,80,80
582,1980,Male,More than 5 years,Construction,Technicians and trades workers - Construction Trades Workers,1-4,No,Metro,100,100,100,100,80
583,1977,Female,More than 5 years,Health Care and Social Assistance,Clerical and administrative workers - Inquiry Clerks and Receptionists,More than 200,No,Metro,20,20,20,0,0
584,1986,Female,Less than 1 year,Retail Trade,Sales workers - Sales Representatives and Agents,20-199,Yes,Metro,50,0,30,5,0
585,1990,Male,More than 5 years,Construction,Technicians and trades workers - Construction Trades Workers,More than 200,Yes,Metro,100,100,100,100,100
586,1963,Female,Less than 1 year,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Yes,Regional,50,100,0,100,100
587,1971,Male,More than 5 years,Education and Training,"Managers - Hospitality, Retail and Service Managers",More than 200,No,Metro,5,5,5,20,20
588,1980,Male,Less than 1 year,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,80,100,100,100,100
589,1990,Male,Less than 1 year,Information Media and Telecommunications,Managers - Specialist Managers,20-199,No,Metro,20,30,30,10,20
590,1975,Female,More than 5 years,Education and Training,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,20,100,20,80,80
591,1977,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Yes,Metro,20,20,10,50,10
592,1981,Female,Between 1 and 5 years,Other Services,Professionals - ICT Professionals,More than 200,No,Metro,90,100,90,100,100
593,1997,Female,Less than 1 year,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Regional,30,50,60,60,70
594,1999,Female,Between 1 and 5 years,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,40,40,30,30,40
595,1979,Male,More than 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",More than 200,No,Metro,10,30,0,50,50
596,1985,Male,Between 1 and 5 years,Health Care and Social Assistance,"Managers - Hospitality, Retail and Service Managers",5-19,Yes,Metro,10,50,10,50,50
597,2001,Female,Between 1 and 5 years,Mining,Managers - Specialist Managers,20-199,No,Regional,20,20,20,20,20
598,1973,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,Yes,Metro,100,100,90,90,90
599,1978,Female,More than 5 years,Wholesale Trade,Managers - Specialist Managers,20-199,Yes,Metro,10,10,5,5,5
600,1983,Female,More than 5 years,Financial and Insurance,Sales workers - Sales Support Workers,More than 200,No,Metro,40,100,50,100,100
601,1993,Female,Less than 1 year,Financial and Insurance,Sales workers - Sales Representatives and Agents,More than 200,No,Regional,100,50,100,50,50
602,1995,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,No,Metro,100,100,100,70,70
603,1990,Male,Less than 1 year,"Professional, Scientific and Technical",Managers - Specialist Managers,5-19,Yes,Metro,30,30,80,80,70
604,1990,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",1-4,No,Metro,80,70,70,80,80
605,2002,Female,Between 1 and 5 years,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",20-199,Yes,Metro,20,5,40,80,80
606,1960,Male,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,Yes,Metro,50,50,50,0,0
607,1961,Female,Between 1 and 5 years,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,5-19,Yes,Metro,30,10,10,20,5
608,1988,Male,More than 5 years,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,No,Regional,10,60,0,0,40
609,1966,Female,Between 1 and 5 years,Mining,Professionals - ICT Professionals,20-199,Yes,Regional,0,20,5,30,20
610,1989,Male,More than 5 years,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Regional,80,80,70,70,60
611,1980,Male,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Regional,80,80,20,100,80
612,1981,Female,More than 5 years,Construction,Clerical and administrative workers - Office Managers and Program Administrators,20-199,No,Metro,50,20,10,5,100
613,1999,Female,Between 1 and 5 years,Manufacturing,Managers - Specialist Managers,More than 200,No,Metro,40,40,50,40,50
614,1995,Male,Less than 1 year,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",5-19,No,Metro,40,60,40,70,50
615,1987,Female,Between 1 and 5 years,Information Media and Telecommunications,Managers - Specialist Managers,20-199,Yes,Metro,60,20,100,20,0
616,1992,Female,Less than 1 year,Wholesale Trade,Clerical and administrative workers - Office Managers and Program Administrators,1-4,No,Metro,20,20,20,20,20
617,1993,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,5-19,No,Regional,0,0,0,0,0
618,1979,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,20-199,Yes,Metro,80,80,80,80,60
619,1984,Female,Less than 1 year,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",More than 200,No,Metro,10,10,5,5,0
620,1977,Female,More than 5 years,Manufacturing,Clerical and administrative workers - Office Managers and Program Administrators,5-19,Yes,Metro,50,50,50,50,50
621,1984,Female,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,5-19,Yes,Metro,5,50,5,50,50
622,1986,Female,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Metro,100,100,100,100,100
623,1957,Male,More than 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Metro,100,100,100,100,50
624,1960,Female,More than 5 years,"Transport, Postal and Warehousing",Clerical and administrative workers - Other Clerical and Administrative Workers,20-199,No,Metro,40,50,30,50,30
625,1989,Male,Between 1 and 5 years,"Transport, Postal and Warehousing",Managers - Specialist Managers,20-199,No,Metro,80,50,40,90,90
626,1996,Male,Between 1 and 5 years,Health Care and Social Assistance,Professionals - Health Professionals,20-199,Yes,Metro,10,60,0,0,0
627,1978,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,100,50,70,30,100
628,1961,Male,More than 5 years,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",20-199,No,Metro,50,30,30,30,30
629,1961,Male,Between 1 and 5 years,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Metro,100,50,100,50,20
630,1992,Female,Less than 1 year,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,0,5,0,5,5
631,1994,Male,Between 1 and 5 years,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",20-199,Yes,Metro,20,20,20,30,50
632,1990,Male,Less than 1 year,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",20-199,Yes,Metro,40,40,30,10,10
633,2000,Male,Less than 1 year,Construction,Machinery operators and drivers - Mobile Plant Operators,1-4,Yes,Regional,10,20,80,70,90
634,1981,Female,Between 1 and 5 years,Construction,Professionals - Education Professionals,More than 200,Yes,Metro,30,40,50,60,70
635,1971,Female,Between 1 and 5 years,Construction,"Managers - Chief Executives, General Managers and Legislators",5-19,No,Metro,30,30,30,30,50
636,1968,Male,More than 5 years,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,60,50,50,50,50
637,1981,Male,More than 5 years,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,20-199,Yes,Metro,30,30,40,40,20
638,2002,Male,Between 1 and 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,20-199,No,Metro,70,30,70,30,30
639,1978,Male,Between 1 and 5 years,Retail Trade,Professionals - Health Professionals,20-199,No,Metro,40,50,20,80,50
640,1985,Female,Between 1 and 5 years,Retail Trade,Managers - Specialist Managers,More than 200,Yes,Metro,100,90,100,90,80
641,1995,Female,Between 1 and 5 years,Retail Trade,Community and personal service workers - Carers and Aides,5-19,Yes,Metro,20,20,10,20,20
642,1963,Female,More than 5 years,Health Care and Social Assistance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Regional,0,30,0,30,40
643,1978,Male,More than 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Yes,Metro,90,50,90,50,50
644,1994,Female,Less than 1 year,Administrative and Support,Managers - Specialist Managers,More than 200,No,Metro,20,20,10,20,5
645,1960,Male,More than 5 years,Financial and Insurance,Professionals - ICT Professionals,More than 200,No,Metro,100,100,100,100,100
646,1994,Male,Between 1 and 5 years,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Metro,60,60,50,60,60
647,1959,Male,More than 5 years,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,60,80,60
648,1995,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,100,100,100,100,60
649,1968,Male,More than 5 years,Education and Training,Managers - Specialist Managers,More than 200,No,Metro,50,50,50,50,50
650,1980,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,Self employed,Yes,Metro,60,50,60,50,50
651,1985,Male,More than 5 years,Other Services,Clerical and administrative workers - General Clerical Workers,20-199,No,Metro,50,90,70,90,90
652,1985,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Metro,100,50,90,50,50
653,1976,Male,More than 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Metro,60,50,40,60,50
654,1963,Female,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Metro,80,100,80,100,80
655,1957,Female,More than 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - Personal Assistants and Secretaries,1-4,Yes,Regional,20,50,80,100,80
656,1958,Male,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,No,Metro,100,100,90,100,100
657,1970,Female,Between 1 and 5 years,Education and Training,Clerical and administrative workers - Other Clerical and Administrative Workers,20-199,Yes,Regional,100,100,0,100,100
658,1972,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,1-4,Yes,Metro,5,5,5,5,5
659,1978,Male,More than 5 years,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,5,5,5,5,5
660,1975,Male,More than 5 years,Health Care and Social Assistance,Clerical and administrative workers - Other Clerical and Administrative Workers,5-19,Yes,Metro,5,5,5,20,30
661,1957,Male,More than 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5-19,No,Metro,100,100,100,100,100
662,1973,Male,More than 5 years,"Transport, Postal and Warehousing",Technicians and trades workers - Automotive and Engineering Trades Workers,More than 200,Yes,Metro,50,40,40,40,30
663,1968,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,No,Regional,5,5,0,0,20
664,1961,Female,Between 1 and 5 years,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",5-19,Yes,Metro,100,100,100,100,100
